jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,nid,rcid,field,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,candid,isdiffpos,tblid,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,obj_id
2460388.0033681,2,2633503360915,19.763599395751953,/ztf/archive/sci/2024/0318/503357/ztf_20240318503357_000537_zr_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2633,9,537,26.127500534057617,3.739949988812441e-06,0.01716179959475994,0.06793820112943649,8.551460268790834e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460388.9765741,1,2634476570915,20.390199661254883,/ztf/archive/sci/2024/0319/476574/ztf_20240319476574_000537_zg_c03_o_q2_scimrefdiffimg.fits.fz,Qin,3,2634,9,537,26.3218994140625,5.086019882583059e-06,0.019848600029945374,-0.06485140323638916,1.1696700312313624e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460389.9465278,1,2635446520915,19.63159942626953,/ztf/archive/sci/2024/0320/446516/ztf_20240320446516_000537_zg_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2635,9,537,26.259000778198242,7.123850082280114e-06,0.02352220006287098,-0.07359880208969116,1.633829924685415e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460390.0309838,2,2635530980915,20.40410041809082,/ztf/archive/sci/2024/0320/530903/ztf_20240320530903_000537_zr_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2635,9,537,26.273399353027344,2.651190015967586e-06,0.014387499541044235,0.07648439705371857,6.0549500631168485e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460391.0172685,1,2636517260915,20.48740005493164,/ztf/archive/sci/2024/0321/517268/ztf_20240321517268_000537_zg_c03_o_q2_scimrefdiffimg.fits.fz,Qin,3,2636,9,537,26.29599952697754,3.019019914063392e-06,0.015297699719667435,-0.07051180303096771,6.9297598201956134e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460391.9537037,2,2637453700915,19.854999542236328,/ztf/archive/sci/2024/0322/453692/ztf_20240322453692_000537_zr_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2637,9,537,26.25429916381836,2.3415000214299653e-06,0.013558999635279179,0.07424859702587128,5.357870122679742e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460396.9354745,1,2642435470915,19.284299850463867,/ztf/archive/sci/2024/0327/435475/ztf_20240327435475_000537_zg_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2642,9,537,26.30660057067871,8.832649655232672e-06,0.02646470069885254,-0.09059680253267288,2.0244400730007328e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460396.9656597,2,2642465650915,19.5851993560791,/ztf/archive/sci/2024/0327/465660/ztf_20240327465660_000537_zr_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2642,9,537,26.266300201416016,2.585180027381284e-06,0.014331099577248096,0.0721966028213501,5.917549970035907e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460398.0108912,1,2643510890915,19.494199752807617,/ztf/archive/sci/2024/0328/510880/ztf_20240328510880_000537_zg_c03_o_q2_scimrefdiffimg.fits.fz,Qin,3,2643,9,537,26.24970054626465,6.002850113873137e-06,0.021609099581837654,-0.08099459856748581,1.3780399967799895e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
2460398.9698264,2,2644469820915,19.684999465942383,/ztf/archive/sci/2024/0329/469826/ztf_20240329469826_000537_zr_c03_o_q2_scimrefdiffimg.fits.fz,Kulkarni,1,2644,9,537,26.27239990234375,2.2536301003128756e-06,0.013356699608266354,0.07101120054721832,5.148940090293763e-06,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF24aajxppf
