jd,fid,pid,diffmaglim,pdiffimfilename,programpi,programid,nid,rcid,field,magzpsci,magzpsciunc,magzpscirms,clrcoeff,clrcounc,rbversion,candid,isdiffpos,tblid,xpos,ypos,ra,dec,magpsf,sigmapsf,chipsf,magap,sigmagap,distnr,magnr,sigmagnr,chinr,sharpnr,sky,magdiff,fwhm,classtar,mindtoedge,magfromlim,seeratio,aimage,bimage,aimagerat,bimagerat,elong,nneg,nbad,rb,sumrat,magapbig,sigmagapbig,ranr,decnr,scorr,ssdistnr,ssmagnr,ssnamenr,obj_id
2460182.9473727,2,2428447371415,20.24690055847168,/ztf/archive/sci/2023/0826/447373/ztf_20230826447373_000447_zr_c04_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,2428.0,14.0,447.0,26.05120086669922,2.8122600269853137e-05,0.029745200648903847,0.11214499920606613,4.10309003200382e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460182.9492593,2,2428449250315,20.300500869750977,/ztf/archive/sci/2023/0826/449248/ztf_20230826449248_000498_zr_c01_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2428.0,3.0,498.0,26.03809928894043,2.0135999875492416e-05,0.023823799565434456,0.10378299653530121,2.9646800612681545e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460184.8291435,2,2430329140315,19.718900680541992,/ztf/archive/sci/2023/0828/329062/ztf_20230828329062_000498_zr_c01_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2430.0,3.0,498.0,26.028799057006836,2.334750024601817e-05,0.02600570023059845,0.10043700039386749,3.464860128588043e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460184.9205208,1,2430420521415,20.287599563598633,/ztf/archive/sci/2023/0828/420509/ztf_20230828420509_000447_zg_c04_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,2430.0,14.0,447.0,26.190099716186523,5.0080499931937084e-05,0.03995800018310547,-0.06869889795780182,7.475879829144105e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460184.9647917,2,2430464791415,20.434799194335938,/ztf/archive/sci/2023/0828/464780/ztf_20230828464780_000447_zr_c04_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,2430.0,14.0,447.0,26.057100296020508,1.8525199266150594e-05,0.02445109933614731,0.1091030016541481,2.710169974307064e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460186.836412,2,2432336410315,19.181499481201172,/ztf/archive/sci/2023/0830/336400/ztf_20230830336400_000498_zr_c01_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2432.0,3.0,498.0,26.018699645996094,5.659669841406867e-05,0.03994939848780632,0.10182200372219086,8.363660163013265e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460186.8978704,2,2432397871415,19.37619972229004,/ztf/archive/sci/2023/0830/397847/ztf_20230830397847_000447_zr_c04_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,2432.0,14.0,447.0,26.048599243164062,3.9163198380265385e-05,0.03495490178465843,0.125900998711586,5.684249845216982e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460186.9452894,1,2432445280315,19.019100189208984,/ztf/archive/sci/2023/0830/445289/ztf_20230830445289_000498_zg_c01_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2432.0,3.0,498.0,26.127700805664062,8.688779780641198e-05,0.03884100168943405,-0.04999209940433502,0.0001721519947750494,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460186.9623958,1,2432462391415,19.15399932861328,/ztf/archive/sci/2023/0830/462396/ztf_20230830462396_000447_zg_c04_o_q3_scimrefdiffimg.fits.fz,Kulkarni,1,2432.0,14.0,447.0,26.123300552368164,6.722850230289623e-05,0.03985210135579109,-0.013286599889397621,0.00013225700240582228,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
2460191.9002199,1,2437400210315,19.7096004486084,/ztf/archive/sci/2023/0904/400208/ztf_20230904400208_000498_zg_c01_o_q4_scimrefdiffimg.fits.fz,Kulkarni,1,2437.0,3.0,498.0,26.17840003967285,4.06815015594475e-05,0.0318089984357357,-0.0622158981859684,7.239609840326011e-05,t17_f5_c3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZTF18acdytmu
